"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,49.5502989437491,5.30259736354477
"2",2022-03-08 00:00:05,1,303,100,49.4134926591347,5.38878966920841
"3",2022-03-08 00:00:10,1,303,100,49.0927802815479,4.76149314344819
"4",2022-03-08 00:00:15,1,303,100,49.582325322693,5.26194488306477
"5",2022-03-08 00:00:20,1,303,100,50.661269477046,4.76330103264524
"6",2022-03-08 00:00:25,1,303,100,49.1087790692892,4.9216688007687
"7",2022-03-08 00:00:30,1,303,100,49.7388961026465,4.98634668604215
"8",2022-03-08 00:00:35,1,303,100,48.8713517944228,4.7966255069905
"9",2022-03-08 00:00:40,1,303,100,48.9069626646457,5.19924015628791
"10",2022-03-08 00:00:45,1,303,100,50.2802455961577,5.83060891690283
"11",2022-03-08 00:00:50,1,303,100,48.9717506197981,4.80417571699037
"12",2022-03-08 00:00:55,1,303,100,49.3021963905983,4.85550263032891
"13",2022-03-08 00:01:00,1,303,100,49.1554438901749,4.7639250758967
"14",2022-03-08 00:01:05,1,303,100,49.0676761386025,5.04418964187512
"15",2022-03-08 00:01:10,1,303,100,48.4116985837676,4.98048672855308
"16",2022-03-08 00:01:15,1,303,100,48.2718026683386,4.8029844077699
"17",2022-03-08 00:01:20,1,303,100,49.7187853136095,5.40256940317722
"18",2022-03-08 00:01:25,1,303,100,49.1988569139678,5.43724723482395
"19",2022-03-08 00:01:30,1,303,100,49.2392883237869,5.25599165487995
"20",2022-03-08 00:01:35,1,303,100,49.3529680302754,4.14154007110301
"21",2022-03-08 00:01:40,1,303,100,48.5547499047669,5.04583179042386
"22",2022-03-08 00:01:45,1,303,100,48.9830510958472,4.9601054135527
"23",2022-03-08 00:01:50,1,303,100,49.9320086859661,5.26826842690326
"24",2022-03-08 00:01:55,1,303,100,49.3769935789378,4.83891283156028
"25",2022-03-08 00:02:00,1,303,100,49.7286391260321,5.13812529793772
"26",2022-03-08 00:02:05,1,303,100,49.7995061862671,5.81302290828236
"27",2022-03-08 00:02:10,1,303,100,49.2627663364215,5.41547786332197
"28",2022-03-08 00:02:15,1,303,100,49.5339425722931,5.68316211191816
"29",2022-03-08 00:02:20,1,303,100,49.9926113865978,5.57272909056047
"30",2022-03-08 00:02:25,1,303,100,50.1902898422432,4.83817782605909
"31",2022-03-08 00:02:30,1,303,100,49.2818528707716,5.28345669938163
"32",2022-03-08 00:02:35,1,303,100,48.9525464575899,5.31791023116003
"33",2022-03-08 00:02:40,1,303,100,48.9535481456051,5.48389328559173
"34",2022-03-08 00:02:45,1,303,100,48.1510087599123,4.74852002159083
"35",2022-03-08 00:02:50,1,303,100,50.0260744111487,5.41296441279274
"36",2022-03-08 00:02:55,1,303,100,49.7055428328916,5.56399838659477
"37",2022-03-08 00:03:00,1,303,100,48.6099159247178,5.17608795759244
"38",2022-03-08 00:03:05,1,303,100,49.3097628887706,5.1232791593818
"39",2022-03-08 00:03:10,1,303,100,49.2969265363941,4.51950175082249
"40",2022-03-08 00:03:15,1,303,100,49.6521150997033,5.67619453814521
"41",2022-03-08 00:03:20,1,303,100,49.2275359147058,4.86727255309455
"42",2022-03-08 00:03:25,1,303,100,49.3162541089295,5.02007610553508
"43",2022-03-08 00:03:30,1,303,100,48.7644115961115,4.72943396555511
"44",2022-03-08 00:03:35,1,303,100,48.5797083344878,4.57283222217248
"45",2022-03-08 00:03:40,1,303,100,49.6776444641303,4.40128620400696
"46",2022-03-08 00:03:45,1,303,100,49.8381719939363,4.86349007757053
"47",2022-03-08 00:03:50,1,303,100,49.2291639466274,5.40007323747075
"48",2022-03-08 00:03:55,1,303,100,49.5965407971945,4.55039131662577
"49",2022-03-08 00:04:00,1,303,100,49.7056427633845,5.20643313084713
"50",2022-03-08 00:04:05,1,303,100,50.3544065733877,4.7469719595196
"51",2022-03-08 00:04:10,1,303,100,49.028501579838,4.63517349389313
"52",2022-03-08 00:04:15,1,303,100,49.6090924276351,5.04407715495757
"53",2022-03-08 00:04:20,1,303,100,47.9567365953073,5.19897417382619
"54",2022-03-08 00:04:25,1,303,100,49.3199903990759,5.20979189476711
"55",2022-03-08 00:04:30,1,303,100,49.0354465969206,5.14130066883787
"56",2022-03-08 00:04:35,1,303,100,48.7962247542455,5.60637781164728
"57",2022-03-08 00:04:40,1,303,100,48.755004688812,5.09356503803262
"58",2022-03-08 00:04:45,1,303,100,50.0427101980979,5.39060763447464
"59",2022-03-08 00:04:50,1,303,100,48.9943514183998,5.22030376648307
"60",2022-03-08 00:04:55,1,303,100,49.2113220220505,5.24839076861128
"61",2022-03-08 00:05:00,1,303,100,49.3090567336466,4.9579740751379
"62",2022-03-08 00:05:05,1,303,100,49.5528428185908,5.23949722401822
"63",2022-03-08 00:05:10,1,303,100,48.9693987876684,5.18289416961474
"64",2022-03-08 00:05:15,1,303,100,48.9467101770847,4.89902518797226
"65",2022-03-08 00:05:20,1,303,100,49.5872729358028,4.95296897032217
"66",2022-03-08 00:05:25,1,303,100,49.1517168240631,5.44346951229094
"67",2022-03-08 00:05:30,1,303,100,49.9288609789229,4.28003097506061
"68",2022-03-08 00:05:35,1,303,100,49.0107072070074,5.2216443515992
"69",2022-03-08 00:05:40,1,303,100,49.2323396359628,5.03525275530891
"70",2022-03-08 00:05:45,1,303,100,48.99101323587,5.46786639335416
"71",2022-03-08 00:05:50,1,303,100,49.6905225405452,5.0238477726764
"72",2022-03-08 00:05:55,1,303,100,49.4188757812771,5.26284396801919
"73",2022-03-08 00:06:00,1,303,100,49.6788213000208,4.84913441578981
